InfrastructureID,Date,Time,Observers,Segment,TreeNumber,CommonName,Genus,Species,DBH,Comments
SS-VSMPE-1,06-02-2023,10:23,"AZ,IR",NA,14,Honey Locust,Gleditsia,triacanthos,6.9,
SS-VSMPE-1,06-02-2023,10:23,"AZ,IR",NA,15,Green Ash,Fraxinus,pennsylvanica,67.7,
SS-VSMPE-1,06-02-2023,10:23,"AZ,IR",NA,16,Green Ash,Fraxinus,pennsylvanica,46.1,
SS-VSMPE-1,06-02-2023,10:23,"AZ,IR",NA,17,Pioner Elm,Ulmus,hollandica,8.5,
SS-VSMPE-1,06-02-2023,10:23,"AZ,IR",NA,18,Pioner Elm,Ulmus,hollandica,17.8,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,1,Green Ash,Fraxinus,pennsylvanica,10.7,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,2,Sour Cherry,Prunus,cerasus,11.3,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,3,Sour Cherry,Prunus,cerasus,6,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,4,Manitoba Maple,Acer,negundo,"12,3+10,7+10,6+12,6",
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,5,Buckthorn,Rhamnus,catharticus,5.6,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",1,6,Buckthorn,Rhamnus,catharticus,4.7,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,7,Manitoba Maple,Acer,negundo,12.8,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,8,Green Ash,Fraxinus,pennsylvanica,9.7,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,9,Manitoba Maple,Acer,negundo,43.5,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,10,Manitoba Maple,Acer,negundo,"8,4+7,2",
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,11,Manitoba Maple,Acer,negundo,18.9,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,12,Manitoba Maple,Acer,negundo,5.9,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,13,Manitoba Maple,Acer,negundo,"20,5+21,3",
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,14,Manitoba Maple,Acer,negundo,25,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,15,Manitoba Maple,Acer,negundo,20.7,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",2,16,Manitoba Maple,Acer,negundo,60.5,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,17,Siberian Elm,Ulmus,pumila,48.9,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,18,Cedar Elm,Ulmus,crassifolia,4.7,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,19,Manitoba Maple,Acer,negundo,11.1,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,20,Manitoba Maple,Acer,negundo,"13,8+16,3",
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,21,Manitoba Maple,Acer,negundo,12.1,
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,22,Manitoba Maple,Acer,negundo,"16,8+22",
RV-VSMPE-2,06-02-2023,12:00,"AZ,IR",3,23,Manitoba Maple,Acer,negundo,22.6,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,1,Littleleaf Linden,Tilia,cordata,9.8,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,2,Pioneer Elm,Ulmus,hollandica,10.3,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,3,Black Maple,Acer,nigrum,23.7,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,4,Japanese Lilac,Syringa,reticulata,12.8,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,5,Japanese Lilac,Syringa,reticulata,16.9,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,6,Japanese Lilac,Syringa,reticulata,15.1,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,7,Pioneer Elm,Ulmus,hollandica,10.7,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,8,Prairie Gem,Pyrus,ussuriensis,16.4,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,9,Miyabe Maple,Acer,miyabei,12.2,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,10,Japanese Lilac,Syringa,reticulata,12.2,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,11,Japanese Lilac,Syringa,reticulata,16.2,
SS-VSMPE-2,06-02-2023,13:43,"AZ,IR",NA,12,Japanese Lilac,Syringa,reticulata,17.4,
RV-VSMPE-10,06-02-2023,14:30,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-10,06-02-2023,14:30,"AZ,IR",2,1,Green Ash,Fraxinus,pennsylvanica,3.4,
RV-VSMPE-10,06-02-2023,14:30,"AZ,IR",2,2,Manitoba Maple,Acer,negundo,65.4,
RV-VSMPE-10,06-02-2023,14:30,"AZ,IR",3,3,Siberian Elm,Ulmus,pumila,21.1,
RV-VSMPE-10,06-02-2023,14:30,"AZ,IR",3,4,Green Ash,Fraxinus,pennsylvanica,7.8,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,1,Frontier Elm,Ulmus,frontier,12,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,2,Japanese Lilac,Syringa,reticulata,14.2,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,3,Frontier Elm,Ulmus,frontier,13.5,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,4,Japanese Lilac,Syringa,reticulata,17.6,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,5,Silver Maple,Acer,saccharinum,12,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,6,Japanese Lilac,Syringa,reticulata,12.8,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,7,Japanese Lilac,Syringa,reticulata,15.6,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,8,Japanese Lilac,Syringa,reticulata,21.8,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,9,Tatarian Maple,Acer,tataricum,32,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,10,Japanese Lilac,Syringa,reticulata,13,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,11,Tatarian Maple,Acer,tataricum,32.2,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,12,Tatarian Maple,Acer,tataricum,42,
SS-VSMPE-10,06-02-2023,14:05,"AZ,IR",NA,13,Hophornbeam,Ostrya,virginiana,6.8,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,1,Green Ash,Fraxinus,pennsylvanica,1.7,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,2,Manitoba Maple,Acer,negundo,"5,7+3,6+4,1",
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,3,Manitoba Maple,Acer,negundo,"5,3+4",
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,4,Green Ash,Fraxinus,pennsylvanica,2.6,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,5,Manitoba Maple,Acer,negundo,2.3,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,6,Green Ash,Fraxinus,pennsylvanica,2.1,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,7,Manitoba Maple,Acer,negundo,57.2,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,8,Siberian Elm,Ulmus,pumila,"26,7+27,8",
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,9,Manitoba Maple,Acer,negundo,44.8,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,10,Siberian Elm,Ulmus,pumila,5,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,11,Siberian Elm,Ulmus,pumila,4.5,
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",2,12,Siberian Elm,Ulmus,pumila,"14,8+12,1",
RV-VSMPE-6,06-06-2023,11:10,"AZ,IR",3,13,Siberian Elm,Ulmus,pumila,34.7,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,1,Honey Locust,Gleditsia,triacanthos,6.5,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,2,Littleleaf Linden,Tilia,cordata,46,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,3,Littleleaf Linden,Tilia,cordata,48.9,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,4,Freeman Maple,Acer,freemanii,6.8,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,8,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,6,Honey Locust,Gleditsia,triacanthos,4.7,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,7,Littleleaf Linden,TIlia,cordata,57.6,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,8,Honey Locust,Gleditsia,triacanthos,4.3,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,9,Honey Locust,Gleditsia,triacanthos,6.6,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,10,Hophornbeam,Ostrya,virginiana,5.1,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,11,Littleleaf Linden,Tilia,cordata,52.9,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,12,Littleleaf Linden,Tilia,cordata,47.6,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,13,Hophornbeam,Ostrya,triacanthos,5.8,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,14,Littleleaf Linden,Tilia,cordata,62.9,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,15,Honey Locust,Gleditsia,triacanthos,3.7,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,16,Littleleaf Linden,TIlia,cordata,56.3,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,17,Honey Locust,Gleditsia,triacanthos,5.9,
SS-VSMPE-6,06-06-2023,10:45,"AZ,IR",NA,18,Littleleaf Linden,TIlia,cordata,47.9,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,1,Manitoba Maple,Acer,negundo,15.8,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,2,Dead,NA,NA,25,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,3,Manitoba Maple,Acer,negundo,3.9,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,4,Manitoba Maple,Acer,negundo,18.4,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,5,White Ash,Fraxinus,americana,14,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,6,Manitoba Maple,Acer,negundo,11.2,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,7,Manitoba Maple,Acer,negundo,14.1,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,8,Green Ash,Fraxinus,pennsylvanica,4.9,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,9,Green Ash,Fraxinus,pennsylvanica,6.8,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,10,Green Ash,Fraxinus,pennsylvanica,4.8,
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",2,11,Manitoba Maple,Acer,negundo,"40,4+26,9",
RV-VSMPE-8,06-06-2023,10:08,"AZ,IR",3,12,Hackberry,Celtis,occidentalis,9,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,1,White Ash,Fraxinus,americana,34.2,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,2,Prairie Gem,Pyrus,ussuriensis,12.3,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,39,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,4,Freeman Maple,Acer,freemanii,11.1,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,6.6,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,6,Freeman Maple,Acer,freemanii,12.6,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,7,Green Ash,Fraxinus,pennsylvanica,29.9,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,8,Honey Locust,Gleditsia,triacanthos,5,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,9,White Ash,Fraxinus,americana,36.8,
SS-VSMPE-8,06-06-2023,09:46,"AZ,IR",NA,10,Japanese Lilac,Syringa,reticulata,14.2,
RV-VSMPE-4,06-06-2023,12:34,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-4,06-06-2023,12:34,"AZ,IR",2,1,Manitoba Maple,Acer,negundo,20,
RV-VSMPE-4,06-06-2023,12:34,"AZ,IR",2,2,Green Ash,Fraxinus,pennsylvanica,6.2,
RV-VSMPE-4,06-06-2023,12:34,"AZ,IR",3,NA,NA,NA,NA,NA,No trees
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,1,Norway Maple,Acer,platanoides,36.2,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,2,Norway Maple,Acer,platanoides,42,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,3,Silver Maple,Acer,saccharinum,5.6,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,4,Elm,Ulmus,,12.1,Which one?
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,5,Norway Maple,Acer,platanoides,45,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,6,Green Ash,Fraxinus,pennsylvanica,27.2,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,7,Silver Maple,Acer,saccharinum,14.1,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,8,Ginkgo,Ginkgo,biloba,4.5,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,9,Unkown,Unknown,sp.,2.3,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,10,Norway Maple,Acer,platanoides,5.3,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,11,Norway Maple,Acer,platanoides,31.6,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,12,Silver Maple,Acer,saccharinum,11.7,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,13,Green Ash,Fraxinus,pennsylvanica,36.5,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,14,Phellodendron de l'Amour,Phellodendron,amurense,5.2,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,15,Phellodendron de l'Amour,Phellodendron,amurense,5.6,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,16,Norway Maple,Acer,platanoides,43.7,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,17,Silver Maple,Acer,saccharinum,11.1,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,18,White Ash,Fraxinus,americana,34.1,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,19,Silver Maple,Acer,saccharinum,4.7,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,20,Silver Maple,Acer,saccharinum,6.5,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,21,Silver Maple,Acer,saccharinum,12.7,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,22,Green Ash,Fraxinus,pennsylvanica,27.1,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,23,Norway Maple,Acer,platanoides,49.3,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,24,Kentucky Coffee Tree,Gymnocladus,dioicus,3.7,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,25,Norway Maple,Acer,platanoides,53,
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,26,Elm,Ulmus,,5.4,Which one?
SS-VSMPE-4,06-06-2023,13:00,"AZ,IR",NA,27,Green Ash,Fraxinus,pennsylvanica,22.3,
RV-VSMPE-3,06-06-2023,13:45,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-3,06-06-2023,13:45,"AZ,IR",2,1,Manitoba Maple,Acer,negundo,4.9,
RV-VSMPE-3,06-06-2023,13:45,"AZ,IR",2,2,Manitoba Maple,Acer,negundo,"5,6+4,4",
RV-VSMPE-3,06-06-2023,13:45,"AZ,IR",2,3,Manitoba Maple,Acer,negundo,3.3,
RV-VSMPE-3,06-06-2023,13:45,"AZ,IR",2,4,Manitoba Maple,Acer,negundo,"2,6+2,7+2,4",
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,1,Littleleaf Linden,Tilia,cordata,43.1,
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,2,Honey Locust,Gleditsia,triacanthos,7.8,
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,3,Littleleaf Linden,Tilia,cordata,44.2,
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,4,Littleleaf Linden,Tilia,cordata,60.8,
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,9.6,
SS-VSMPE-3,06-06-2023,13:30,"AZ,IR",NA,6,Honey Locust,Gleditsia,triacanthos,10.8,
RV-VSMPE-7,06-07-2023,09:40,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-7,06-07-2023,09:40,"AZ,IR",2,1,Green Ash,Fraxinus,pennsylvanica,2.2,
RV-VSMPE-7,06-07-2023,09:40,"AZ,IR",2,2,Green Ash,Fraxinus,pennsylvanica,2.5,
RV-VSMPE-7,06-07-2023,09:40,"AZ,IR",3,NA,NA,NA,NA,NA,No trees
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,1,Korean Mountain Ash,Sorbus,alnifolia,7.2,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,2,Tatarian Maple,Acer,tataricum,7.6,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,3,Kentucky Coffee Tree,Gymnocladus,dioicus,3.3,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,4,Kentucky Coffee Tree,Gymnocladus,dioicus,2.9,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,5,Honey Locust,Gleditsia,triacanthos,8.7,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,6,Kentucky Coffee Tree,Gymnocladus,dioicus,9.5,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,7,Korean Mountain Ash,Sorbus,alnifolia,4.8,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,8,Japanese Lilac,Syringa,reticulata,5.6,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,9,Honey Locust,Gleditsia,triacanthos,6.5,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,10,Honey Locust,Gleditsia,triacanthos,7.6,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,11,Freeman Maple,Acer,freemanii,9.5,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,12,Japanese Lilac,Syringa,reticulata,7.5,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,13,Honey Locust,Gleditsia,triacanthos,7.7,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,14,Honey Locust,Gleditsia,triacanthos,8.7,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,15,Honey Locust,Gleditsia,triacanthos,6.8,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,16,Miyabe Maple,Acer,miyabei,8.1,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,17,Norway Maple,Acer,platanoides,7.9,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,18,Honey Locust,Gleditsia,triacanthos,4.2,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,19,Freeman Maple,Acer,freemanii,9.7,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,20,Kentucky Coffee Tree,Gymnocladus,dioicus,9,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,21,Kentucky Coffee Tree,Gymnocladus,dioicus,8.5,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,22,Miyabe Maple,Acer,miyabei,9.2,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,23,Miyabe Maple,Acer,miyabei,9.4,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,24,Honey Locust,Gleditsia,triacanthos,8.1,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,25,American Basswood,Tilia,americana,3.9,
SS-VSMPE-7,06-07-2023,09:15,"AZ,IR",NA,26,American Basswood,Tilia,americana,4,
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",2,NA,NA,NA,NA,NA,No trees
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",3,1,White Ash,Fraxinus,americana,12.2,
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",3,2,Chokecherry,Prunus,virginiana,6.2,
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",3,3,White Ash,Fraxinus,americana,17.2,
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",3,4,Honey Locust,Gleditsia,triacanthos,48.1,
RV-VSMPE-9,06-07-2023,10:40,"AZ,IR",4,NA,NA,NA,NA,NA,No trees
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,1,Green Ash,Fraxinus,pennsylvanica,23,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,2,Elm,Ulmus,,81.8,Which one?
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,3,Green Ash,Fraxinus,pennsylvanica,30.4,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,4,Green Ash,Fraxinus,pennsylvanica,36.5,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,5,Green Ash,Fraxinus,pennsylvanica,31.5,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,6,Green Ash,Fraxinus,pennsylvanica,46.3,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,7,Green Ash,Fraxinus,pennsylvanica,41.8,
SS-VSMPE-9,06-07-2023,10:20,"AZ,IR",NA,8,Siberian Elm,Ulmus,pumila,"18,8+21,5",
RV-VSMPE-5,06-07-2023,11:40,"AZ,IR",1,NA,NA,NA,NA,NA,No trees
RV-VSMPE-5,06-07-2023,11:40,"AZ,IR",2,NA,NA,NA,NA,NA,No trees
RV-VSMPE-5,06-07-2023,11:40,"AZ,IR",3,NA,NA,NA,NA,NA,No trees
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,1,Freeman Maple,Acer,freemanii,12.7,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,2,Crimson Spire Oak,Quercus,robur 'Crimson Spire',9.2,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,3,Crimson Spire Oak,Quercus,robur 'Crimson Spire',6.1,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,4,Fastigiate English Oak,Quercus,robur 'Fastiagata',5,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,5,Amur Maackia,Maackia,amurensis,15.4,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,6,Amur Maackia,Maackia,amurensis,22.2,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,7,Amur Maackia,Maackia,amurensis,11.5,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,8,Dead,NA,NA,13.4,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,9,Ginkgo,Ginkgo,biloba,26.8,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,10,Common Lilac,Syringa,vulgaris,"6,2+4,8",
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,11,Siberian Elm,Ulmus,pumila,8.3,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,12,Phellodendron de l'Amour,Phellodendron,amurense,14.7,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,13,Norway Maple,Acer,platanoides,35.6,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,14,Norway Maple,Acer,platanoides,19.8,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,15,Norway Maple,Acer,platanoides,28.2,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,16,Norway Maple,Acer,platanoides,36.9,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,17,Crimson Spire,Quercus,robur 'Crimson Spire',14.6,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,18,Ginkgo,Ginkgo,biloba,22.9,
SS-VSMPE-5,06-07-2023,11:20,"AZ,IR",NA,19,Common Lilac,Syringa,vulgaris,"6,7+6,9+3,4",
